ts_ms,op,lat_ms,hops,k,ext
1777907095002,GET,68,2,k127,reqs=275
1777907095006,GET,36,3,k138,reqs=275
1777907095008,GET,65,4,k129,reqs=275
1777907095021,GET,69,4,k131,reqs=275
1777907095022,GET,60,4,k136,reqs=275
1777907095026,GET,36,3,k146,reqs=275
1777907095027,GET,67,3,k135,reqs=275
1777907095027,GET,35,4,k147,reqs=275
1777907095033,GET,45,2,k145,reqs=275
1777907095039,GET,58,2,k142,reqs=275
1777907095042,GET,65,4,k141,reqs=275
1777907095047,GET,64,3,k143,reqs=275
1777907095047,GET,62,2,k144,reqs=275
1777907095051,GET,36,2,k149,reqs=275
1777907095060,GET,32,4,k150,reqs=275
1777907095065,GET,31,2,k153,reqs=275
1777907095074,GET,43,3,k151,reqs=275
1777907095076,GET,59,4,k148,reqs=275
1777907095085,GET,37,3,k159,reqs=275
1777907095085,GET,45,3,k155,reqs=275
1777907095086,GET,42,2,k157,reqs=275
1777907095087,GET,54,2,k152,reqs=275
1777907095087,GET,51,3,k154,reqs=275
1777907095088,GET,33,4,k162,reqs=275
1777907095094,GET,48,4,k158,reqs=275
1777907095100,GET,41,3,k163,reqs=275
1777907095101,GET,24,4,k171,reqs=275
1777907095102,GET,49,3,k161,reqs=275
1777907095105,GET,34,3,k168,reqs=275
1777907095107,GET,65,2,k156,reqs=275
1777907095112,GET,61,3,k160,reqs=275
1777907095113,GET,25,3,k176,reqs=275
1777907095117,GET,38,2,k172,reqs=275
1777907095118,GET,25,2,k178,reqs=275
1777907095118,GET,34,2,k174,reqs=275
1777907095123,GET,42,2,k173,reqs=275
1777907095124,GET,49,3,k170,reqs=275
1777907095124,GET,38,2,k175,reqs=275
1777907095128,GET,67,3,k164,reqs=275
1777907095128,GET,22,4,k183,reqs=275
1777907095130,GET,66,2,k165,reqs=275
1777907095131,GET,63,4,k167,reqs=275
1777907095131,GET,41,2,k177,reqs=275
1777907095131,GET,64,2,k166,reqs=275
1777907095138,GET,43,2,k179,reqs=275
1777907095140,GET,66,2,k169,reqs=275
1777907095147,GET,35,3,k186,reqs=275
1777907095151,GET,21,3,k193,reqs=275
1777907095152,GET,30,2,k190,reqs=275
1777907095153,GET,43,4,k185,reqs=275
1777907095154,GET,39,4,k187,reqs=275
1777907095163,GET,66,2,k180,reqs=275
1777907095163,GET,63,3,k181,reqs=275
1777907095164,GET,60,3,k182,reqs=275
1777907095165,GET,26,4,k197,reqs=275
1777907095166,GET,58,4,k184,reqs=275
1777907095169,GET,22,3,k201,reqs=275
1777907095172,GET,41,3,k194,reqs=275
1777907095173,GET,35,2,k196,reqs=275
1777907095179,GET,60,4,k189,reqs=275
1777907095179,GET,53,4,k192,reqs=275
1777907095185,GET,44,3,k198,reqs=275
1777907095186,GET,68,2,k188,reqs=275
1777907095188,GET,43,3,k200,reqs=275
1777907095190,GET,39,2,k202,reqs=275
1777907095194,GET,70,2,k191,reqs=275
1777907095195,GET,25,3,k211,reqs=275
1777907095198,GET,44,4,k204,reqs=275
1777907095198,GET,34,3,k208,reqs=275
1777907095201,GET,68,2,k195,reqs=275
1777907095202,GET,59,2,k199,reqs=275
1777907095207,GET,48,3,k206,reqs=275
1777907095214,GET,61,3,k203,reqs=275
1777907095215,GET,24,2,k220,reqs=275
1777907095215,GET,36,3,k215,reqs=275
1777907095218,GET,52,4,k209,reqs=275
1777907095223,GET,67,2,k205,reqs=275
1777907095223,GET,28,2,k222,reqs=275
1777907095225,GET,36,3,k219,reqs=275
1777907095225,GET,48,3,k214,reqs=275
1777907095227,GET,52,3,k213,reqs=275
1777907095227,GET,59,2,k210,reqs=275
1777907095229,GET,43,2,k218,reqs=275
1777907095229,GET,68,3,k207,reqs=275
1777907095231,GET,24,4,k227,reqs=275
1777907095233,GET,22,3,k229,reqs=275
1777907095235,GET,51,4,k217,reqs=275
1777907095237,GET,35,4,k225,reqs=275
1777907095239,GET,66,4,k212,reqs=275
1777907095240,GET,58,2,k216,reqs=275
1777907095242,GET,38,4,k226,reqs=275
1777907095245,GET,36,4,k228,reqs=275
1777907095247,GET,54,3,k221,reqs=275
1777907095250,GET,36,3,k230,reqs=275
1777907095256,GET,35,3,k233,reqs=275
1777907095257,GET,59,2,k223,reqs=275
1777907095259,GET,43,2,k231,reqs=275
1777907095260,GET,26,3,k239,reqs=275
1777907095261,GET,61,2,k224,reqs=275
1777907095264,GET,23,4,k242,reqs=275
1777907095264,GET,39,3,k235,reqs=275
1777907095267,GET,31,2,k240,reqs=275
1777907095271,GET,53,2,k232,reqs=275
1777907095276,GET,29,2,k244,reqs=275
1777907095278,GET,39,4,k241,reqs=275
1777907095282,GET,52,3,k237,reqs=275
1777907095287,GET,39,3,k245,reqs=275
1777907095291,GET,64,4,k236,reqs=275
1777907095293,GET,70,3,k234,reqs=275
1777907095297,GET,64,2,k238,reqs=275
1777907095301,GET,41,2,k250,reqs=275
1777907095303,GET,38,3,k252,reqs=275
1777907095304,GET,49,3,k248,reqs=275
1777907095304,GET,51,2,k247,reqs=275
1777907095306,GET,49,2,k249,reqs=275
1777907095308,GET,64,3,k243,reqs=275
1777907095310,GET,36,2,k256,reqs=275
1777907095310,GET,41,4,k254,reqs=275
1777907095314,GET,47,3,k253,reqs=275
1777907095315,GET,65,2,k246,reqs=275
1777907095321,GET,31,2,k263,reqs=275
1777907095323,GET,61,2,k251,reqs=275
1777907095323,GET,23,3,k267,reqs=275
1777907095325,GET,45,4,k258,reqs=275
1777907095326,GET,53,2,k255,reqs=275
1777907095326,GET,45,2,k259,reqs=275
1777907095329,GET,52,2,k257,reqs=275
1777907095330,GET,45,4,k261,reqs=275
1777907095332,GET,40,3,k264,reqs=275
1777907095337,GET,23,4,k272,reqs=275
1777907095344,GET,40,2,k268,reqs=275
1777907095346,GET,58,4,k262,reqs=275
1777907095347,GET,39,4,k270,reqs=275
1777907095347,GET,64,2,k260,reqs=275
1777907095348,GET,53,2,k265,reqs=275
1777907095353,GET,56,4,k266,reqs=275
1777907095359,GET,52,2,k269,reqs=275
1777907095362,GET,52,2,k271,reqs=275
1777907095374,GET,53,3,k274,reqs=275
1777907095385,GET,67,2,k273,reqs=275
1777907096400,GET,35,3,k29,reqs=275
1777907096487,GET,62,2,k56,reqs=275
1777907096483,GET,42,2,k62,reqs=275
1777907096483,GET,63,2,k53,reqs=275
1777907096483,GET,52,3,k58,reqs=275
1777907096483,GET,45,2,k61,reqs=275
1777907096400,GET,89,3,k3,reqs=275
1777907096466,GET,52,3,k51,reqs=275
1777907096465,GET,58,4,k48,reqs=275
1777907096465,GET,32,3,k59,reqs=275
1777907096499,GET,52,4,k65,reqs=275
1777907096464,GET,54,3,k49,reqs=275
1777907096461,GET,65,3,k43,reqs=275
1777907096461,GET,42,4,k52,reqs=275
1777907096457,GET,29,2,k57,reqs=275
1777907096456,GET,33,3,k55,reqs=275
1777907096451,GET,50,3,k45,reqs=275
1777907096449,GET,37,3,k50,reqs=275
1777907096449,GET,55,4,k42,reqs=275
1777907096448,GET,62,2,k37,reqs=275
1777907096447,GET,48,3,k44,reqs=275
1777907096447,GET,61,4,k39,reqs=275
1777907096447,GET,109,4,k18,reqs=275
1777907096444,GET,54,2,k40,reqs=275
1777907096507,GET,54,3,k68,reqs=275
1777907096509,GET,47,3,k72,reqs=275
1777907096441,GET,95,3,k21,reqs=275
1777907096441,GET,128,4,k1,reqs=275
1777907096514,GET,44,2,k74,reqs=275
1777907096441,GET,75,3,k30,reqs=275
1777907096440,GET,127,2,k8,reqs=275
1777907096440,GET,86,2,k23,reqs=275
1777907096439,GET,82,3,k26,reqs=275
1777907096517,GET,75,4,k63,reqs=275
1777907096438,GET,108,2,k15,reqs=275
1777907096438,GET,117,3,k11,reqs=275
1777907096436,GET,27,4,k46,reqs=275
1777907096436,GET,124,4,k7,reqs=275
1777907096436,GET,31,2,k47,reqs=275
1777907096434,GET,122,3,k6,reqs=275
1777907096521,GET,48,2,k76,reqs=275
1777907096434,GET,50,3,k38,reqs=275
1777907096434,GET,55,4,k33,reqs=275
1777907096432,GET,62,2,k32,reqs=275
1777907096432,GET,40,2,k41,reqs=275
1777907096525,GET,27,4,k88,reqs=275
1777907096432,GET,50,3,k36,reqs=275
1777907096432,GET,116,3,k9,reqs=275
1777907096432,GET,121,2,k2,reqs=275
1777907096431,GET,89,4,k20,reqs=275
1777907096428,GET,105,2,k12,reqs=275
1777907096428,GET,102,3,k13,reqs=275
1777907096424,GET,76,3,k22,reqs=275
1777907096424,GET,113,3,k4,reqs=275
1777907096422,GET,87,4,k17,reqs=275
1777907096419,GET,108,4,k5,reqs=275
1777907096532,GET,47,2,k82,reqs=275
1777907096418,GET,59,2,k27,reqs=275
1777907096414,GET,52,2,k28,reqs=275
1777907096414,GET,94,4,k10,reqs=275
1777907096414,GET,58,4,k25,reqs=275
1777907096412,GET,79,3,k16,reqs=275
1777907096409,GET,56,2,k24,reqs=275
1777907096409,GET,81,4,k14,reqs=275
1777907096408,GET,30,2,k34,reqs=275
1777907096408,GET,96,4,k0,reqs=275
1777907096406,GET,38,2,k31,reqs=275
1777907096405,GET,63,4,k19,reqs=275
1777907096404,GET,24,3,k35,reqs=275
1777907096540,GET,36,2,k90,reqs=275
1777907096540,GET,68,3,k75,reqs=275
1777907096537,GET,49,2,k83,reqs=275
1777907096533,GET,57,3,k77,reqs=275
1777907096527,GET,33,4,k86,reqs=275
1777907096524,GET,65,3,k70,reqs=275
1777907096524,GET,41,2,k81,reqs=275
1777907096544,GET,44,4,k89,reqs=275
1777907096521,GET,75,3,k64,reqs=275
1777907096518,GET,70,2,k66,reqs=275
1777907096515,GET,36,4,k79,reqs=275
1777907096505,GET,30,3,k78,reqs=275
1777907096502,GET,37,2,k73,reqs=275
1777907096498,GET,64,2,k60,reqs=275
1777907096498,GET,43,3,k69,reqs=275
1777907096498,GET,70,3,k54,reqs=275
1777907096498,GET,46,4,k67,reqs=275
1777907096496,GET,33,3,k71,reqs=275
1777907096547,GET,27,2,k96,reqs=275
1777907096544,GET,63,4,k80,reqs=275
1777907096552,GET,63,2,k84,reqs=275
1777907096552,GET,56,3,k87,reqs=275
1777907096553,GET,43,3,k93,reqs=275
1777907096556,GET,64,4,k85,reqs=275
1777907096565,GET,45,4,k97,reqs=275
1777907096566,GET,61,4,k91,reqs=275
1777907096573,GET,66,2,k92,reqs=275
1777907096575,GET,47,4,k100,reqs=275
1777907096576,GET,30,2,k102,reqs=275
1777907096577,GET,63,4,k94,reqs=275
1777907096579,GET,63,2,k95,reqs=275
1777907096579,GET,57,4,k98,reqs=275
1777907096588,GET,43,2,k103,reqs=275
1777907096592,GET,59,3,k101,reqs=275
1777907096594,GET,36,2,k105,reqs=275
1777907096595,GET,70,2,k99,reqs=275
1777907096599,GET,32,3,k106,reqs=275
1777907096603,GET,47,4,k104,reqs=275
1777907096609,GET,37,4,k108,reqs=275
1777907096617,GET,29,2,k113,reqs=275
1777907096617,GET,27,4,k114,reqs=275
1777907096617,GET,35,2,k111,reqs=275
1777907096619,GET,51,3,k107,reqs=275
1777907096620,GET,36,4,k110,reqs=275
1777907096623,GET,42,3,k109,reqs=275
1777907096632,GET,37,4,k115,reqs=275
1777907096642,GET,32,3,k117,reqs=275
1777907096656,GET,69,2,k112,reqs=275
1777907096658,GET,49,2,k116,reqs=275
1777907096659,GET,42,4,k118,reqs=275
1777907096667,GET,33,4,k121,reqs=275
1777907096684,GET,35,3,k124,reqs=275
1777907096686,GET,23,4,k128,reqs=275
1777907096689,GET,40,2,k125,reqs=275
1777907096689,GET,63,3,k119,reqs=275
1777907096693,GET,54,4,k122,reqs=275
1777907096694,GET,45,3,k123,reqs=275
1777907096697,GET,64,4,k120,reqs=275
1777907096704,GET,37,4,k129,reqs=275
1777907096707,GET,55,3,k126,reqs=275
1777907096708,GET,24,3,k131,reqs=275
1777907096711,GET,31,3,k130,reqs=275
1777907096723,GET,23,2,k134,reqs=275
1777907096724,GET,62,4,k127,reqs=275
1777907096741,GET,48,2,k133,reqs=275
1777907096751,GET,66,4,k132,reqs=275
1777907096753,GET,46,4,k136,reqs=275
1777907096756,GET,30,4,k140,reqs=275
1777907096761,GET,40,4,k139,reqs=275
1777907096762,GET,29,4,k141,reqs=275
1777907096771,GET,69,4,k135,reqs=275
1777907096776,GET,35,3,k142,reqs=275
1777907096779,GET,32,4,k145,reqs=275
1777907096780,GET,25,3,k149,reqs=275
1777907096781,GET,21,4,k151,reqs=275
1777907096781,GET,66,4,k138,reqs=275
1777907096784,GET,70,2,k137,reqs=275
1777907096792,GET,50,3,k143,reqs=275
1777907096802,GET,43,4,k150,reqs=275
1777907096804,GET,50,4,k148,reqs=275
1777907096805,GET,36,4,k153,reqs=275
1777907096807,GET,55,2,k147,reqs=275
1777907096810,GET,63,4,k144,reqs=275
1777907096811,GET,62,4,k146,reqs=275
1777907096812,GET,29,3,k155,reqs=275
1777907096821,GET,24,4,k159,reqs=275
1777907096823,GET,29,2,k157,reqs=275
1777907096826,GET,42,4,k154,reqs=275
1777907096827,GET,28,4,k160,reqs=275
1777907096832,GET,66,2,k152,reqs=275
1777907096832,GET,20,4,k165,reqs=275
1777907096840,GET,39,3,k161,reqs=275
1777907096856,GET,66,3,k156,reqs=275
1777907096858,GET,22,4,k175,reqs=275
1777907096860,GET,54,4,k163,reqs=275
1777907096862,GET,28,2,k174,reqs=275
1777907096865,GET,68,4,k158,reqs=275
1777907096866,GET,53,4,k166,reqs=275
1777907096866,GET,36,4,k172,reqs=275
1777907096867,GET,57,3,k164,reqs=275
1777907096874,GET,70,4,k162,reqs=275
1777907096874,GET,47,2,k171,reqs=275
1777907096877,GET,60,2,k167,reqs=275
1777907096878,GET,37,2,k177,reqs=275
1777907096882,GET,56,4,k170,reqs=275
1777907096883,GET,60,4,k169,reqs=275
1777907096884,GET,41,2,k178,reqs=275
1777907096884,GET,25,4,k185,reqs=275
1777907096884,GET,64,3,k168,reqs=275
1777907096892,GET,25,4,k188,reqs=275
1777907096892,GET,28,2,k187,reqs=275
1777907096902,GET,70,4,k173,reqs=275
1777907096902,GET,52,3,k181,reqs=275
1777907096905,GET,44,2,k186,reqs=275
1777907096907,GET,68,4,k176,reqs=275
1777907096912,GET,60,2,k182,reqs=275
1777907096918,GET,70,4,k180,reqs=275
1777907096925,GET,71,4,k183,reqs=275
1777907096925,GET,41,2,k195,reqs=275
1777907096927,GET,70,3,k184,reqs=275
1777907096927,GET,44,4,k194,reqs=275
1777907096929,GET,28,4,k201,reqs=275
1777907096929,GET,46,2,k193,reqs=275
1777907096932,GET,85,2,k179,reqs=275
1777907096936,GET,66,2,k189,reqs=275
1777907096937,GET,45,4,k198,reqs=275
1777907096937,GET,66,2,k190,reqs=275
1777907096938,GET,50,3,k197,reqs=275
1777907096938,GET,58,4,k191,reqs=275
1777907096939,GET,28,2,k205,reqs=275
1777907096943,GET,40,4,k202,reqs=275
1777907096947,GET,51,3,k199,reqs=275
1777907096947,GET,68,2,k192,reqs=275
1777907096951,GET,24,4,k212,reqs=275
1777907096951,GET,36,4,k208,reqs=275
1777907096957,GET,71,3,k196,reqs=275
1777907096961,GET,32,2,k213,reqs=275
1777907096961,GET,63,4,k200,reqs=275
1777907096966,GET,34,3,k210,reqs=275
1777907096967,GET,60,2,k204,reqs=275
1777907096972,GET,54,2,k209,reqs=275
1777907096972,GET,47,4,k207,reqs=275
1777907096974,GET,68,2,k203,reqs=275
1777907096975,GET,50,4,k206,reqs=275
1777907096979,GET,43,3,k216,reqs=275
1777907096983,GET,34,2,k222,reqs=275
1777907096984,GET,43,3,k218,reqs=275
1777907096984,GET,53,3,k214,reqs=275
1777907096989,GET,28,4,k225,reqs=275
1777907096993,GET,56,3,k217,reqs=275
1777907096994,GET,70,3,k211,reqs=275
1777907096996,GET,53,2,k219,reqs=275
1777907097002,GET,38,2,k227,reqs=275
1777907097003,GET,40,3,k226,reqs=275
1777907097003,GET,25,3,k233,reqs=275
1777907097004,GET,67,2,k215,reqs=275
1777907097004,GET,57,3,k221,reqs=275
1777907097007,GET,21,3,k236,reqs=275
1777907097007,GET,55,2,k223,reqs=275
1777907097009,GET,37,4,k230,reqs=275
1777907097013,GET,59,4,k224,reqs=275
1777907097014,GET,69,2,k220,reqs=275
1777907097014,GET,45,3,k229,reqs=275
1777907097018,GET,44,3,k231,reqs=275
1777907097019,GET,38,4,k234,reqs=275
1777907097020,GET,53,2,k228,reqs=275
1777907097021,GET,33,2,k237,reqs=275
1777907097021,GET,38,3,k235,reqs=275
1777907097034,GET,40,4,k239,reqs=275
1777907097036,GET,32,2,k243,reqs=275
1777907097037,GET,24,2,k247,reqs=275
1777907097038,GET,32,3,k244,reqs=275
1777907097046,GET,46,4,k241,reqs=275
1777907097047,GET,70,2,k232,reqs=275
1777907097052,GET,24,2,k253,reqs=275
1777907097054,GET,32,4,k251,reqs=275
1777907097056,GET,57,3,k240,reqs=275
1777907097056,GET,47,2,k245,reqs=275
1777907097058,GET,65,4,k238,reqs=275
1777907097058,GET,33,3,k252,reqs=275
1777907097061,GET,43,4,k249,reqs=275
1777907097063,GET,61,3,k242,reqs=275
1777907097067,GET,37,2,k254,reqs=275
1777907097068,GET,52,2,k248,reqs=275
1777907097069,GET,57,3,k246,reqs=275
1777907097081,GET,61,4,k250,reqs=275
1777907097085,GET,33,3,k261,reqs=275
1777907097086,GET,41,4,k258,reqs=275
1777907097088,GET,39,4,k259,reqs=275
1777907097088,GET,54,4,k255,reqs=275
1777907097090,GET,24,2,k266,reqs=275
1777907097091,GET,41,2,k260,reqs=275
1777907097095,GET,27,4,k267,reqs=275
1777907097095,GET,59,3,k256,reqs=275
1777907097103,GET,39,3,k265,reqs=275
1777907097105,GET,50,4,k262,reqs=275
1777907097108,GET,46,4,k264,reqs=275
1777907097111,GET,69,2,k257,reqs=275
1777907097118,GET,58,3,k263,reqs=275
1777907097125,GET,39,2,k270,reqs=275
1777907097134,GET,40,3,k272,reqs=275
1777907097136,GET,65,4,k268,reqs=275
1777907097145,GET,61,2,k269,reqs=275
1777907097153,GET,57,4,k273,reqs=275
1777907097156,GET,50,3,k274,reqs=275
1777907097156,GET,67,2,k271,reqs=275
1777907098096,GET,68,4,k9,reqs=275
1777907098146,GET,62,2,k26,reqs=275
1777907098143,GET,42,4,k38,reqs=275
1777907098141,GET,121,2,k5,reqs=275
1777907098141,GET,31,4,k41,reqs=275
1777907098137,GET,41,3,k35,reqs=275
1777907098136,GET,107,4,k7,reqs=275
1777907098150,GET,128,2,k3,reqs=275
1777907098151,GET,73,2,k25,reqs=275
1777907098135,GET,110,2,k0,reqs=275
1777907098152,GET,38,4,k42,reqs=275
1777907098154,GET,115,3,k11,reqs=275
1777907098135,GET,109,4,k4,reqs=275
1777907098156,GET,34,2,k45,reqs=275
1777907098159,GET,100,4,k20,reqs=275
1777907098159,GET,66,4,k31,reqs=275
1777907098133,GET,26,2,k39,reqs=275
1777907098131,GET,36,4,k34,reqs=275
1777907098162,GET,68,4,k32,reqs=275
1777907098130,GET,44,4,k28,reqs=275
1777907098129,GET,74,4,k18,reqs=275
1777907098129,GET,41,3,k29,reqs=275
1777907098127,GET,82,3,k14,reqs=275
1777907098127,GET,44,4,k27,reqs=275
1777907098127,GET,47,3,k24,reqs=275
1777907098126,GET,64,2,k21,reqs=275
1777907098123,GET,72,3,k16,reqs=275
1777907098122,GET,103,2,k6,reqs=275
1777907098120,GET,62,3,k19,reqs=275
1777907098117,GET,51,4,k22,reqs=275
1777907098116,GET,79,2,k10,reqs=275
1777907098170,GET,71,2,k37,reqs=275
1777907098115,GET,90,3,k1,reqs=275
1777907098109,GET,84,2,k2,reqs=275
1777907098109,GET,68,2,k12,reqs=275
1777907098103,GET,58,4,k13,reqs=275
1777907098102,GET,49,2,k17,reqs=275
1777907098101,GET,54,4,k15,reqs=275
1777907098098,GET,72,3,k8,reqs=275
1777907098171,GET,54,2,k44,reqs=275
1777907098167,GET,59,3,k40,reqs=275
1777907098164,GET,34,2,k50,reqs=275
1777907098157,GET,63,2,k33,reqs=275
1777907098175,GET,32,2,k56,reqs=275
1777907098148,GET,52,2,k36,reqs=275
1777907098148,GET,57,3,k30,reqs=275
1777907098147,GET,71,3,k23,reqs=275
1777907098178,GET,65,2,k43,reqs=275
1777907098180,GET,54,2,k48,reqs=275
1777907098181,GET,55,4,k46,reqs=275
1777907098184,GET,57,3,k49,reqs=275
1777907098184,GET,23,2,k63,reqs=275
1777907098189,GET,40,3,k58,reqs=275
1777907098192,GET,70,4,k47,reqs=275
1777907098192,GET,26,4,k66,reqs=275
1777907098196,GET,65,3,k51,reqs=275
1777907098196,GET,57,3,k54,reqs=275
1777907098202,GET,66,3,k53,reqs=275
1777907098204,GET,69,3,k52,reqs=275
1777907098206,GET,57,3,k57,reqs=275
1777907098206,GET,41,4,k65,reqs=275
1777907098207,GET,50,3,k62,reqs=275
1777907098215,GET,70,3,k55,reqs=275
1777907098219,GET,63,2,k59,reqs=275
1777907098222,GET,33,3,k76,reqs=275
1777907098222,GET,42,3,k72,reqs=275
1777907098226,GET,28,3,k80,reqs=275
1777907098226,GET,62,3,k64,reqs=275
1777907098227,GET,74,4,k60,reqs=275
1777907098227,GET,31,3,k74,reqs=275
1777907098228,GET,36,4,k77,reqs=275
1777907098229,GET,73,4,k61,reqs=275
1777907098229,GET,46,3,k73,reqs=275
1777907098232,GET,39,4,k75,reqs=275
1777907098229,GET,55,2,k69,reqs=275
1777907098235,GET,30,3,k82,reqs=275
1777907098236,GET,57,2,k70,reqs=275
1777907098243,GET,43,2,k81,reqs=275
1777907098245,GET,65,2,k71,reqs=275
1777907098249,GET,27,3,k89,reqs=275
1777907098250,GET,53,2,k79,reqs=275
1777907098253,GET,35,2,k87,reqs=275
1777907098256,GET,44,2,k86,reqs=275
1777907098256,GET,35,3,k83,reqs=275
1777907098256,GET,31,3,k91,reqs=275
1777907098258,GET,66,3,k68,reqs=275
1777907098260,GET,23,2,k96,reqs=275
1777907098262,GET,94,2,k67,reqs=275
1777907098263,GET,63,4,k78,reqs=275
1777907098267,GET,47,4,k88,reqs=275
1777907098277,GET,67,3,k85,reqs=275
1777907098278,GET,52,4,k90,reqs=275
1777907098287,GET,39,3,k98,reqs=275
1777907098281,GET,40,2,k97,reqs=275
1777907098287,GET,22,3,k101,reqs=275
1777907098285,GET,29,4,k99,reqs=275
1777907098285,GET,50,4,k94,reqs=275
1777907098283,GET,71,2,k84,reqs=275
1777907098283,GET,56,3,k92,reqs=275
1777907098300,GET,64,4,k95,reqs=275
1777907098312,GET,54,4,k100,reqs=275
1777907098316,GET,83,3,k93,reqs=275
1777907098334,GET,46,3,k103,reqs=275
1777907098345,GET,26,2,k105,reqs=275
1777907098352,GET,71,2,k102,reqs=275
1777907098367,GET,63,2,k104,reqs=275
1777907098373,GET,50,3,k106,reqs=275
1777907098385,GET,35,4,k109,reqs=275
1777907098396,GET,66,3,k107,reqs=275
1777907098401,GET,40,2,k110,reqs=275
1777907098402,GET,68,2,k108,reqs=275
1777907098410,GET,44,3,k111,reqs=275
1777907098425,GET,54,3,k112,reqs=275
1777907098437,GET,29,4,k114,reqs=275
1777907098445,GET,39,4,k113,reqs=275
1777907098450,GET,21,2,k118,reqs=275
1777907098457,GET,46,3,k115,reqs=275
1777907098481,GET,69,4,k116,reqs=275
1777907098489,GET,59,3,k117,reqs=275
1777907098492,GET,21,3,k124,reqs=275
1777907098501,GET,41,2,k119,reqs=275
1777907098504,GET,26,2,k125,reqs=275
1777907098516,GET,53,4,k120,reqs=275
1777907098522,GET,53,2,k123,reqs=275
1777907098526,GET,61,3,k121,reqs=275
1777907098531,GET,64,3,k122,reqs=275
1777907098532,GET,50,3,k126,reqs=275
1777907098534,GET,27,4,k131,reqs=275
1777907098543,GET,50,2,k128,reqs=275
1777907098536,GET,35,3,k129,reqs=275
1777907098551,GET,34,4,k135,reqs=275
1777907098552,GET,39,2,k133,reqs=275
1777907098549,GET,23,3,k138,reqs=275
1777907098561,GET,46,3,k134,reqs=275
1777907098569,GET,46,4,k137,reqs=275
1777907098570,GET,69,2,k127,reqs=275
1777907098570,GET,59,4,k132,reqs=275
1777907098570,GET,35,2,k141,reqs=275
1777907098575,GET,29,4,k145,reqs=275
1777907098576,GET,44,4,k140,reqs=275
1777907098579,GET,57,3,k136,reqs=275
1777907098582,GET,35,2,k146,reqs=275
1777907098585,GET,37,3,k148,reqs=275
1777907098586,GET,81,4,k130,reqs=275
1777907098586,GET,58,3,k139,reqs=275
1777907098591,GET,38,4,k150,reqs=275
1777907098593,GET,58,2,k142,reqs=275
1777907098594,GET,24,2,k158,reqs=275
1777907098594,GET,44,4,k149,reqs=275
1777907098601,GET,57,3,k143,reqs=275
1777907098604,GET,36,2,k155,reqs=275
1777907098605,GET,36,3,k157,reqs=275
1777907098608,GET,22,4,k165,reqs=275
1777907098608,GET,61,2,k147,reqs=275
1777907098608,GET,69,2,k144,reqs=275
1777907098609,GET,52,3,k152,reqs=275
1777907098611,GET,31,2,k162,reqs=275
1777907098613,GET,28,3,k164,reqs=275
1777907098617,GET,62,2,k151,reqs=275
1777907098622,GET,47,3,k160,reqs=275
1777907098625,GET,66,3,k153,reqs=275
1777907098630,GET,64,2,k154,reqs=275
1777907098633,GET,51,2,k163,reqs=275
1777907098635,GET,63,3,k156,reqs=275
1777907098636,GET,59,3,k161,reqs=275
1777907098637,GET,61,3,k159,reqs=275
1777907098637,GET,48,4,k166,reqs=275
1777907098637,GET,46,4,k167,reqs=275
1777907098638,GET,43,2,k169,reqs=275
1777907098641,GET,32,2,k175,reqs=275
1777907098644,GET,40,4,k173,reqs=275
1777907098645,GET,46,2,k171,reqs=275
1777907098646,GET,45,4,k172,reqs=275
1777907098652,GET,55,4,k170,reqs=275
1777907098653,GET,34,3,k180,reqs=275
1777907098656,GET,34,4,k181,reqs=275
1777907098662,GET,69,4,k168,reqs=275
1777907098664,GET,51,4,k177,reqs=275
1777907098664,GET,49,4,k178,reqs=275
1777907098666,GET,55,2,k176,reqs=275
1777907098667,GET,42,2,k182,reqs=275
1777907098668,GET,40,2,k184,reqs=275
1777907098670,GET,35,3,k187,reqs=275
1777907098671,GET,30,3,k189,reqs=275
1777907098674,GET,48,2,k183,reqs=275
1777907098676,GET,70,2,k174,reqs=275
1777907098676,GET,27,2,k193,reqs=275
1777907098679,GET,35,4,k190,reqs=275
1777907098683,GET,22,2,k198,reqs=275
1777907098684,GET,30,4,k195,reqs=275
1777907098685,GET,38,4,k192,reqs=275
1777907098685,GET,68,3,k179,reqs=275
1777907098692,GET,29,3,k199,reqs=275
1777907098692,GET,61,3,k185,reqs=275
1777907098696,GET,58,4,k188,reqs=275
1777907098697,GET,64,4,k186,reqs=275
1777907098702,GET,26,4,k204,reqs=275
1777907098705,GET,32,2,k202,reqs=275
1777907098706,GET,48,2,k197,reqs=275
1777907098707,GET,38,4,k201,reqs=275
1777907098708,GET,30,4,k205,reqs=275
1777907098711,GET,36,4,k203,reqs=275
1777907098715,GET,70,2,k191,reqs=275
1777907098715,GET,49,4,k200,reqs=275
1777907098715,GET,59,3,k196,reqs=275
1777907098718,GET,67,2,k194,reqs=275
1777907098721,GET,26,2,k212,reqs=275
1777907098724,GET,38,4,k207,reqs=275
1777907098724,GET,27,2,k213,reqs=275
1777907098725,GET,37,3,k209,reqs=275
1777907098728,GET,44,2,k206,reqs=275
1777907098731,GET,38,4,k211,reqs=275
1777907098731,GET,27,2,k216,reqs=275
1777907098731,GET,40,4,k210,reqs=275
1777907098732,GET,33,3,k214,reqs=275
1777907098737,GET,26,2,k219,reqs=275
1777907098743,GET,40,4,k215,reqs=275
1777907098748,GET,61,2,k208,reqs=275
1777907098753,GET,35,3,k222,reqs=275
1777907098762,GET,35,4,k225,reqs=275
