timestamp_ms,operation,latency_ms,hop_count,key,extra
1779294425946,PUT,94,4,benchKey_8_1,bytes=28;client_id=8;clients=20;active_nodes=5
1779294425948,PUT,98,4,benchKey_11_1,bytes=29;client_id=11;clients=20;active_nodes=5
1779294425948,PUT,93,4,benchKey_14_1,bytes=29;client_id=14;clients=20;active_nodes=5
1779294425950,PUT,98,4,benchKey_1_1,bytes=28;client_id=1;clients=20;active_nodes=5
1779294425949,PUT,95,4,benchKey_4_1,bytes=28;client_id=4;clients=20;active_nodes=5
1779294425951,PUT,101,4,benchKey_18_1,bytes=29;client_id=18;clients=20;active_nodes=5
1779294425995,PUT,95,4,benchKey_6_2,bytes=28;client_id=6;clients=20;active_nodes=5
1779294426000,PUT,99,4,benchKey_3_2,bytes=28;client_id=3;clients=20;active_nodes=5
1779294426028,PUT,92,4,benchKey_0_2,bytes=28;client_id=0;clients=20;active_nodes=5
1779294426030,PUT,92,4,benchKey_17_2,bytes=29;client_id=17;clients=20;active_nodes=5
1779294426031,PUT,89,4,benchKey_16_2,bytes=29;client_id=16;clients=20;active_nodes=5
1779294426035,PUT,96,4,benchKey_13_2,bytes=29;client_id=13;clients=20;active_nodes=5
1779294426035,PUT,91,4,benchKey_2_2,bytes=28;client_id=2;clients=20;active_nodes=5
1779294426040,PUT,94,4,benchKey_9_2,bytes=28;client_id=9;clients=20;active_nodes=5
1779294426041,PUT,98,4,benchKey_7_2,bytes=28;client_id=7;clients=20;active_nodes=5
1779294426042,PUT,93,4,benchKey_11_2,bytes=29;client_id=11;clients=20;active_nodes=5
1779294426044,PUT,104,4,benchKey_19_2,bytes=29;client_id=19;clients=20;active_nodes=5
1779294426045,PUT,98,4,benchKey_12_2,bytes=29;client_id=12;clients=20;active_nodes=5
1779294426044,PUT,96,4,benchKey_10_2,bytes=29;client_id=10;clients=20;active_nodes=5
1779294426048,PUT,94,4,benchKey_18_2,bytes=29;client_id=18;clients=20;active_nodes=5
1779294426051,PUT,103,4,benchKey_8_2,bytes=28;client_id=8;clients=20;active_nodes=5
1779294426048,PUT,100,4,benchKey_5_2,bytes=28;client_id=5;clients=20;active_nodes=5
1779294426047,PUT,94,4,benchKey_4_2,bytes=28;client_id=4;clients=20;active_nodes=5
1779294426046,PUT,95,4,benchKey_1_2,bytes=28;client_id=1;clients=20;active_nodes=5
1779294426045,PUT,97,4,benchKey_15_2,bytes=29;client_id=15;clients=20;active_nodes=5
1779294426053,PUT,103,4,benchKey_14_2,bytes=29;client_id=14;clients=20;active_nodes=5
1779294426091,PUT,96,4,benchKey_6_3,bytes=28;client_id=6;clients=20;active_nodes=5
1779294426095,PUT,95,4,benchKey_3_3,bytes=28;client_id=3;clients=20;active_nodes=5
1779294426096,PUT,53,4,benchKey_11_3,bytes=29;client_id=11;clients=20;active_nodes=5
1779294426097,PUT,59,4,benchKey_2_3,bytes=28;client_id=2;clients=20;active_nodes=5
1779294426103,PUT,53,4,benchKey_10_3,bytes=29;client_id=10;clients=20;active_nodes=5
1779294426116,PUT,87,4,benchKey_0_3,bytes=28;client_id=0;clients=20;active_nodes=5
1779294426117,PUT,86,4,benchKey_16_3,bytes=29;client_id=16;clients=20;active_nodes=5
1779294426118,PUT,87,4,benchKey_17_3,bytes=29;client_id=17;clients=20;active_nodes=5
1779294426129,PUT,93,4,benchKey_13_3,bytes=29;client_id=13;clients=20;active_nodes=5
1779294426132,PUT,91,4,benchKey_9_3,bytes=28;client_id=9;clients=20;active_nodes=5
1779294426135,PUT,90,4,benchKey_19_3,bytes=29;client_id=19;clients=20;active_nodes=5
1779294426136,PUT,94,4,benchKey_7_3,bytes=28;client_id=7;clients=20;active_nodes=5
1779294426138,PUT,84,4,benchKey_1_3,bytes=28;client_id=1;clients=20;active_nodes=5
1779294426139,PUT,86,4,benchKey_5_3,bytes=28;client_id=5;clients=20;active_nodes=5
1779294426140,PUT,86,4,benchKey_4_3,bytes=28;client_id=4;clients=20;active_nodes=5
1779294426140,PUT,89,4,benchKey_18_3,bytes=29;client_id=18;clients=20;active_nodes=5
1779294426140,PUT,92,4,benchKey_12_3,bytes=29;client_id=12;clients=20;active_nodes=5
1779294426143,PUT,88,4,benchKey_15_3,bytes=29;client_id=15;clients=20;active_nodes=5
1779294426143,PUT,88,4,benchKey_14_3,bytes=29;client_id=14;clients=20;active_nodes=5
1779294426144,PUT,91,4,benchKey_8_3,bytes=28;client_id=8;clients=20;active_nodes=5
1779294426146,PUT,46,4,benchKey_11_4,bytes=29;client_id=11;clients=20;active_nodes=5
1779294426178,PUT,85,4,benchKey_6_4,bytes=28;client_id=6;clients=20;active_nodes=5
1779294426184,PUT,87,4,benchKey_3_4,bytes=28;client_id=3;clients=20;active_nodes=5
1779294426187,PUT,87,4,benchKey_2_4,bytes=28;client_id=2;clients=20;active_nodes=5
1779294426190,PUT,86,4,benchKey_10_4,bytes=29;client_id=10;clients=20;active_nodes=5
1779294426203,PUT,85,4,benchKey_16_4,bytes=29;client_id=16;clients=20;active_nodes=5
1779294426204,PUT,86,4,benchKey_0_4,bytes=28;client_id=0;clients=20;active_nodes=5
1779294426204,PUT,85,4,benchKey_17_4,bytes=29;client_id=17;clients=20;active_nodes=5
