timestamp_ms,operation,latency_ms,hop_count,key,extra
1779646934125,JOIN,0,0,,node=127.0.0.1:8003
1779646934159,JOIN,0,0,,node=127.0.0.1:8001
1779646934159,JOIN,0,0,,node=127.0.0.1:8017
1779646934184,JOIN,0,0,,node=127.0.0.1:8009
1779646934204,JOIN,0,0,,node=127.0.0.1:8004
1779646934206,JOIN,0,0,,node=127.0.0.1:8012
1779646934222,JOIN,0,0,,node=127.0.0.1:8016
1779646934251,JOIN,0,0,,node=127.0.0.1:8011
1779646934252,JOIN,0,0,,node=127.0.0.1:8010
1779646934263,JOIN,0,0,,node=127.0.0.1:8018
1779646934288,JOIN,0,0,,node=127.0.0.1:8002
1779646934299,JOIN,0,0,,node=127.0.0.1:8013
1779646934300,JOIN,0,0,,node=127.0.0.1:8019
1779646934323,JOIN,0,0,,node=127.0.0.1:8015
1779646934332,JOIN,0,0,,node=127.0.0.1:8020
1779646934332,JOIN,0,0,,node=127.0.0.1:8008
1779646934338,JOIN,0,0,,node=127.0.0.1:8005
1779646934345,REBALANCE,185,0,,keys_moved=0
1779646934354,JOIN,0,0,,node=127.0.0.1:8006
1779646934358,JOIN,0,0,,node=127.0.0.1:8014
1779646934384,REBALANCE,225,0,,keys_moved=0
1779646934385,REBALANCE,225,0,,keys_moved=0
1779646934405,JOIN,0,0,,node=127.0.0.1:8007
1779646934476,REBALANCE,292,0,,keys_moved=0
1779646934536,REBALANCE,331,0,,keys_moved=0
1779646934583,REBALANCE,377,0,,keys_moved=0
1779646934643,REBALANCE,420,0,,keys_moved=0
1779646934708,REBALANCE,457,0,,keys_moved=0
1779646934772,REBALANCE,519,0,,keys_moved=0
1779646934825,REBALANCE,561,0,,keys_moved=0
1779646934876,REBALANCE,588,0,,keys_moved=0
1779646934937,REBALANCE,638,0,,keys_moved=0
1779646935007,REBALANCE,707,0,,keys_moved=0
1779646935073,REBALANCE,750,0,,keys_moved=0
1779646935186,REBALANCE,852,0,,keys_moved=0
1779646935186,REBALANCE,853,0,,keys_moved=0
1779646935236,REBALANCE,898,0,,keys_moved=0
1779646935287,REBALANCE,933,0,,keys_moved=0
1779646935337,REBALANCE,979,0,,keys_moved=0
1779646935385,REBALANCE,980,0,,keys_moved=0
1779646935979,PUT,105,4,benchKey_29_0,bytes=29;client_id=29;clients=50
1779646935987,PUT,102,4,benchKey_39_0,bytes=29;client_id=39;clients=50
1779646935987,PUT,119,4,benchKey_28_0,bytes=29;client_id=28;clients=50
1779646935991,PUT,124,4,benchKey_2_0,bytes=28;client_id=2;clients=50
1779646935992,PUT,123,4,benchKey_22_0,bytes=29;client_id=22;clients=50
1779646935993,PUT,104,4,benchKey_36_0,bytes=29;client_id=36;clients=50
1779646935995,PUT,127,4,benchKey_48_0,bytes=29;client_id=48;clients=50
1779646935986,PUT,105,4,benchKey_5_0,bytes=28;client_id=5;clients=50
1779646935985,PUT,117,4,benchKey_40_0,bytes=29;client_id=40;clients=50
1779646935996,PUT,129,4,benchKey_34_0,bytes=29;client_id=34;clients=50
1779646935985,PUT,117,4,benchKey_47_0,bytes=29;client_id=47;clients=50
1779646935997,PUT,129,4,benchKey_30_0,bytes=29;client_id=30;clients=50
1779646935999,PUT,130,4,benchKey_35_0,bytes=29;client_id=35;clients=50
1779646935985,PUT,117,4,benchKey_0_0,bytes=28;client_id=0;clients=50
1779646935999,PUT,131,4,benchKey_31_0,bytes=29;client_id=31;clients=50
1779646936005,PUT,138,4,benchKey_15_0,bytes=29;client_id=15;clients=50
1779646936007,PUT,138,4,benchKey_14_0,bytes=29;client_id=14;clients=50
1779646936007,PUT,140,4,benchKey_37_0,bytes=29;client_id=37;clients=50
1779646936012,PUT,145,4,benchKey_26_0,bytes=29;client_id=26;clients=50
1779646936013,PUT,144,4,benchKey_21_0,bytes=29;client_id=21;clients=50
1779646936026,PUT,159,4,benchKey_33_0,bytes=29;client_id=33;clients=50
1779646936026,PUT,159,4,benchKey_17_0,bytes=29;client_id=17;clients=50
1779646936035,PUT,168,4,benchKey_19_0,bytes=29;client_id=19;clients=50
1779646936038,PUT,170,4,benchKey_3_0,bytes=28;client_id=3;clients=50
1779646936040,PUT,172,4,benchKey_4_0,bytes=28;client_id=4;clients=50
