timestamp_ms,operation,latency_ms,hop_count,key,extra
1779646058024,JOIN,0,0,,node=127.0.0.1:8002
1779646058057,JOIN,0,0,,node=127.0.0.1:8001
1779646058057,JOIN,0,0,,node=127.0.0.1:8003
1779646058092,REBALANCE,59,0,,keys_moved=0
1779646058210,REBALANCE,152,0,,keys_moved=0
1779646058210,REBALANCE,152,0,,keys_moved=0
1779646060161,PUT,109,4,benchKey_30_0,bytes=29;client_id=30;clients=50
1779646060162,PUT,133,4,benchKey_9_0,bytes=28;client_id=9;clients=50
1779646060162,PUT,129,4,benchKey_7_0,bytes=28;client_id=7;clients=50
1779646060163,PUT,127,4,benchKey_34_0,bytes=29;client_id=34;clients=50
1779646060161,PUT,116,4,benchKey_36_0,bytes=29;client_id=36;clients=50
1779646060161,PUT,129,4,benchKey_25_0,bytes=29;client_id=25;clients=50
1779646060164,PUT,126,4,benchKey_21_0,bytes=29;client_id=21;clients=50
1779646060161,PUT,127,4,benchKey_38_0,bytes=29;client_id=38;clients=50
1779646060161,PUT,121,4,benchKey_40_0,bytes=29;client_id=40;clients=50
1779646060161,PUT,128,4,benchKey_28_0,bytes=29;client_id=28;clients=50
1779646060165,PUT,109,4,benchKey_18_0,bytes=29;client_id=18;clients=50
1779646060165,PUT,123,4,benchKey_0_0,bytes=28;client_id=0;clients=50
1779646060164,PUT,114,4,benchKey_37_0,bytes=29;client_id=37;clients=50
1779646060164,PUT,124,4,benchKey_31_0,bytes=29;client_id=31;clients=50
1779646060164,PUT,124,4,benchKey_47_0,bytes=29;client_id=47;clients=50
1779646060164,PUT,125,4,benchKey_14_0,bytes=29;client_id=14;clients=50
1779646060164,PUT,124,4,benchKey_6_0,bytes=28;client_id=6;clients=50
1779646060164,PUT,125,4,benchKey_26_0,bytes=29;client_id=26;clients=50
1779646060163,PUT,133,4,benchKey_4_0,bytes=28;client_id=4;clients=50
1779646060162,PUT,129,4,benchKey_11_0,bytes=29;client_id=11;clients=50
1779646060178,PUT,148,4,benchKey_15_0,bytes=29;client_id=15;clients=50
1779646060180,PUT,150,4,benchKey_42_0,bytes=29;client_id=42;clients=50
1779646060184,PUT,155,4,benchKey_8_0,bytes=28;client_id=8;clients=50
1779646060185,PUT,155,4,benchKey_19_0,bytes=29;client_id=19;clients=50
1779646060187,PUT,157,4,benchKey_16_0,bytes=29;client_id=16;clients=50
1779646060190,PUT,161,4,benchKey_20_0,bytes=29;client_id=20;clients=50
1779646060190,PUT,162,4,benchKey_1_0,bytes=28;client_id=1;clients=50
1779646060192,PUT,163,4,benchKey_32_0,bytes=29;client_id=32;clients=50
1779646060195,PUT,164,4,benchKey_41_0,bytes=29;client_id=41;clients=50
1779646060198,PUT,168,4,benchKey_22_0,bytes=29;client_id=22;clients=50
1779646060198,PUT,168,4,benchKey_23_0,bytes=29;client_id=23;clients=50
1779646060200,PUT,169,4,benchKey_49_0,bytes=29;client_id=49;clients=50
1779646060202,PUT,172,4,benchKey_29_0,bytes=29;client_id=29;clients=50
1779646060202,PUT,172,4,benchKey_46_0,bytes=29;client_id=46;clients=50
1779646060202,PUT,173,4,benchKey_39_0,bytes=29;client_id=39;clients=50
1779646060203,PUT,172,4,benchKey_45_0,bytes=29;client_id=45;clients=50
1779646060203,PUT,174,4,benchKey_35_0,bytes=29;client_id=35;clients=50
1779646060205,PUT,175,4,benchKey_12_0,bytes=29;client_id=12;clients=50
1779646060206,PUT,177,4,benchKey_33_0,bytes=29;client_id=33;clients=50
1779646060207,PUT,179,4,benchKey_3_0,bytes=28;client_id=3;clients=50
1779646060221,PUT,192,4,benchKey_10_0,bytes=29;client_id=10;clients=50
1779646060223,PUT,195,4,benchKey_5_0,bytes=28;client_id=5;clients=50
1779646060225,PUT,196,4,benchKey_27_0,bytes=29;client_id=27;clients=50
1779646060227,PUT,199,4,benchKey_24_0,bytes=29;client_id=24;clients=50
1779646060228,PUT,199,4,benchKey_44_0,bytes=29;client_id=44;clients=50
1779646060231,PUT,202,4,benchKey_17_0,bytes=29;client_id=17;clients=50
1779646060235,PUT,204,4,benchKey_48_0,bytes=29;client_id=48;clients=50
1779646060235,PUT,205,4,benchKey_2_0,bytes=28;client_id=2;clients=50
1779646060237,PUT,208,4,benchKey_43_0,bytes=29;client_id=43;clients=50
1779646060240,PUT,210,4,benchKey_13_0,bytes=29;client_id=13;clients=50
1779646060246,PUT,82,4,benchKey_38_1,bytes=29;client_id=38;clients=50
1779646060248,PUT,83,4,benchKey_28_1,bytes=29;client_id=28;clients=50
1779646060249,PUT,84,4,benchKey_18_1,bytes=29;client_id=18;clients=50
